netID,tau,sigma,modularity,clustering,avg_Path,assortativity,core_periphery,page_rank,cost1,cost2,cost3,cost4
770,6.00E+00,4.41E+00,0.76274444444445,0.66219447024710,4.34749694749695,-0.25882068803135,0.51000000000000,3.95995079620194,24.09037773,26.63893233,42.69673198,121.7135659
771,6.00E+00,4.08E+00,0.77716666666667,0.65625116386881,3.96763055675442,-0.31413967558546,0.53000000000000,2.70524331239062,24.36871366,26.44476205,42.97286188,138.4014058
772,6.00E+00,4.17E+00,0.76589444444445,0.69254841269841,4.59185541066118,-0.29879491907931,0.52333333333333,3.53856593003969,22.46334949,24.93708219,41.87944964,129.4663082
773,6.00E+00,4.68E+00,0.71936666666667,0.65203245937070,5.79780219780220,-0.25007286781981,0.59333333333333,2.61827684701792,25.54999667,27.62954287,44.40241394,120.7596721
774,6.00E+00,4.17E+00,0.77372777777778,0.69291070822882,4.03479439674650,-0.33260318944245,0.55000000000000,2.97293596435377,26.12325824,28.12557805,43.19060754,132.6115758
775,6.00E+00,2.87E+00,0.80871666666667,0.70691847041847,5.57785087719298,-0.33826012612951,0.38333333333333,2.03436184153509,20.53415998,23.15903073,37.84506757,124.9463633
776,6.00E+00,4.36E+00,0.77983333333334,0.65804645517881,4.99804639804640,-0.48122857930745,0.56666666666667,2.82859038672234,24.85606476,27.07125594,42.96004964,127.6214906
777,6.00E+00,4.13E+00,0.77537777777778,0.68867609024962,5.03889270189888,-0.36136065763110,0.52000000000000,2.96843351561227,22.65074553,24.95613394,40.7867286,126.8110302
778,6.00E+00,5.71E+00,0.72805555555555,0.66886311187479,2.59616536848412,-0.59185827358429,0.70666666666667,4.92129733496422,26.23608582,28.39333401,48.18238978,114.6868945
779,6.00E+00,5.18E+00,0.77457222222222,0.72940681900397,2.18384401114206,-0.50121712932136,0.65333333333333,3.75264482412102,25.03141628,26.85193237,43.69286728,124.7572114
780,6.00E+00,4.15E+00,0.78107222222222,0.68231132266426,4.44830659536542,-0.36089135938981,0.53333333333333,3.70219332715558,23.80663147,25.80663034,41.16211026,130.4290679
781,6.00E+00,5.54E+00,0.70371111111111,0.63118646516882,3.64854035489410,-0.32686381184429,0.62666666666667,5.57502700605752,22.15693351,25.12548768,45.93355175,115.3439195
782,6.00E+00,3.90E+00,0.79299444444445,0.71262176548941,6.12720201326928,-0.46087773849919,0.50666666666667,2.68308276917136,22.67122198,24.5169914,38.33612535,134.4504751
783,6.00E+00,5.09E+00,0.68989444444444,0.62379325358737,4.19413919413919,-0.37672439095979,0.63666666666667,4.37807689123754,25.17810288,28.47737025,49.217958,113.4924405
784,6.00E+00,4.96E+00,0.74878888888889,0.59428992249581,5.15546218487395,-0.35388859860814,0.67333333333333,2.99926310271393,29.49471382,31.66296466,49.07813072,126.7886078
785,6.00E+00,4.41E+00,0.76966666666667,0.62277365771483,4.88639200998752,-0.41393376640514,0.59333333333333,2.95070056363460,25.51742629,28.02874475,45.5884536,129.9782356
786,6.00E+00,5.82E+00,0.68505555555556,0.63583249829519,4.22483588621444,-0.28951476552160,0.71333333333333,3.88792432961674,28.53699784,30.98823868,48.57280227,107.8522803
787,6.00E+00,5.04E+00,0.71791111111111,0.62552692833482,3.77568084089823,-0.39736757594104,0.61666666666667,4.87436088418365,24.84228384,28.13254656,50.10899735,109.9805186
